date,pm25_mean,pm25_std,sensor_count,temp_avg,temp_min,temp_max,precipitation,snow,wind_speed,wpgt,pressure,wpgt_missing,temp_range,is_rainy,wind_calm,high_pressure,co_mean,no2_mean,o3_mean,pm10_mean,so2_mean
2016-01-30,6.5,0.0,1,7.4,4.8,10.9,5.6,0.0,23.8,31.5,1009.7,0,6.1000000000000005,1,0,0,24.2275,24.2275,24.2275,29.37419354838709,24.2275
2016-01-31,8.52,0.0,1,8.6,3.7,13.0,0.0,0.0,18.6,31.5,1009.0,0,9.3,0,0,0,23.18,23.18,23.18,27.436129032258066,23.18
2016-02-01,9.33,0.0,1,12.1,9.6,14.0,1.3,0.0,31.8,31.5,1014.7,0,4.4,1,0,0,26.3575,26.3575,26.3575,31.300967741935484,26.3575
2016-02-02,10.9,0.0,1,7.9,4.3,9.6,0.0,0.0,26.5,31.5,1015.0,0,5.3,0,0,0,30.2,30.2,30.2,35.803225806451614,30.2
2016-02-03,9.3,0.0,1,4.9,1.9,8.7,0.3,0.0,18.5,31.5,1021.9,0,6.799999999999999,1,0,1,26.45,26.45,26.45,31.42903225806452,26.45
2016-02-04,10.0,0.0,1,9.3,3.8,13.5,0.0,0.0,17.4,31.5,1025.0,0,9.7,0,0,1,23.2525,23.2525,23.2525,27.1,23.2525
2016-02-05,11.3,0.0,1,10.2,9.0,11.7,0.0,0.0,21.4,31.5,1018.1,0,2.6999999999999997,0,0,0,23.48,23.48,23.48,26.153658536585365,23.48
2016-02-06,9.58,0.0,1,10.2,7.8,12.0,1.3,0.0,30.2,31.5,997.8,0,4.2,1,0,0,23.095,23.095,23.095,27.01870967741936,23.095
2016-02-07,9.21,0.0,1,7.0,4.5,9.7,6.9,0.0,25.0,31.5,991.7,0,5.199999999999999,1,0,0,23.5275,23.5275,23.5275,27.684193548387096,23.5275
2016-02-08,8.91,0.0,1,7.8,6.2,9.1,14.5,0.0,37.6,31.5,986.7,0,2.8999999999999995,1,0,0,22.482,22.482,22.482,25.46121951219512,22.482
2016-02-09,10.9,0.0,1,5.2,3.6,7.4,1.8,0.0,17.9,31.5,988.5,0,3.8,1,0,0,32.93333333333333,32.93333333333333,32.93333333333333,42.37619047619047,32.93333333333333
2016-02-10,10.899307450157398,0.0,0,5.2,-0.7,8.0,0.5,0.0,16.0,31.5,996.8,0,8.7,1,0,0,32.233333333333334,32.233333333333334,32.233333333333334,32.233333333333334,32.233333333333334
2016-02-11,10.898614900314795,0.0,0,2.3,-2.8,8.2,0.5,0.0,4.1,31.5,1003.8,0,11.0,1,1,0,33.36666666666667,33.36666666666667,33.36666666666667,33.36666666666667,33.36666666666667
2016-02-12,10.897922350472191,0.0,0,3.4,-1.0,6.6,0.3,0.0,11.5,31.5,995.9,0,7.6,1,0,0,39.1,39.1,39.1,39.1,39.1
2016-02-13,10.89722980062959,0.0,0,3.5,1.1,4.6,0.0,0.0,16.3,31.5,987.3,0,3.5,0,0,0,37.725,37.725,37.725,37.725,37.725
2016-02-14,10.896537250786988,0.0,0,3.5,1.5,6.5,4.1,0.0,17.6,31.5,997.0,0,5.0,1,0,0,33.2,33.2,33.2,33.2,33.2
2016-02-15,10.895844700944387,0.0,0,2.6,-0.6,6.0,0.0,0.0,16.3,31.5,1025.0,0,6.6,0,0,1,38.225,38.225,38.225,38.225,38.225
2016-02-16,10.895152151101785,0.0,0,2.1,-3.6,7.9,0.0,0.0,9.2,31.5,1033.8,0,11.5,0,0,1,45.175,45.175,45.175,45.175,45.175
2016-02-17,10.894459601259182,0.0,0,4.2,1.8,6.4,0.0,0.0,13.2,31.5,1016.7,0,4.6000000000000005,0,0,0,32.025,32.025,32.025,32.025,32.025
2016-02-18,10.89376705141658,0.0,0,4.0,1.5,7.2,8.9,0.0,10.4,31.5,1014.1,0,5.7,1,0,0,39.975,39.975,39.975,39.975,39.975
2016-02-19,10.893074501573976,0.0,0,4.4,-2.6,9.9,0.3,0.0,14.6,31.5,1015.6,0,12.5,1,0,0,31.5,31.5,31.5,31.5,31.5
2016-02-20,10.892381951731377,0.0,0,10.4,8.4,12.3,0.3,0.0,27.0,31.5,1009.0,0,3.9,1,0,0,28.03,28.03,28.03,28.03,28.03
2016-02-21,10.891689401888772,0.0,0,12.6,11.3,14.2,2.3,0.0,29.4,31.5,1009.9,0,2.8999999999999986,1,0,0,24.08,24.08,24.08,24.08,24.08
2016-02-22,10.89099685204617,0.0,0,8.3,3.8,11.3,1.5,0.0,15.6,31.5,1009.2,0,7.500000000000001,1,0,0,34.055,34.055,34.055,34.055,34.055
2016-02-23,10.890304302203567,0.0,0,4.7,-1.3,8.7,0.8,0.0,9.5,31.5,1017.0,0,10.0,1,0,0,38.675,38.675,38.675,38.675,38.675
2016-02-24,10.889611752360963,0.0,0,1.0,-3.8,6.9,0.0,0.0,4.9,31.5,1018.2,0,10.7,0,1,0,59.9,59.9,59.9,59.9,59.9
2016-02-25,10.888919202518364,0.0,0,0.8,-3.1,5.3,0.0,0.0,6.5,31.5,1016.8,0,8.4,0,0,0,50.13333333333333,50.13333333333333,50.13333333333333,50.13333333333333,50.13333333333333
2016-02-26,10.888226652675762,0.0,0,3.7,-1.3,9.3,0.0,0.0,11.0,31.5,1010.3,0,10.6,0,0,0,46.1,46.1,46.1,46.1,46.1
2016-02-27,10.88753410283316,0.0,0,4.2,2.8,5.8,0.0,0.0,20.1,31.5,1010.9,0,3.0,0,0,0,43.833333333333336,43.833333333333336,43.833333333333336,43.833333333333336,43.833333333333336
2016-02-28,10.886841552990555,0.0,0,4.5,2.3,7.6,0.0,0.0,19.4,31.5,1021.2,0,5.3,0,0,1,,,,,
2016-02-29,10.886149003147954,0.0,0,4.8,0.0,9.6,0.0,0.0,9.3,31.5,1026.5,0,9.6,0,0,1,50.96666666666667,50.96666666666667,50.96666666666667,50.96666666666667,50.96666666666667
2016-03-01,10.885456453305352,0.0,0,8.5,4.2,13.0,0.3,0.0,23.5,31.5,1011.2,0,8.8,1,0,0,35.766666666666666,35.766666666666666,35.766666666666666,35.766666666666666,35.766666666666666
2016-03-02,10.88476390346275,0.0,0,5.5,3.8,7.8,6.4,0.0,28.6,31.5,999.1,0,4.0,1,0,0,41.92666666666666,41.92666666666666,41.92666666666666,41.92666666666666,41.92666666666666
2016-03-03,10.884071353620149,0.0,0,6.2,2.9,9.0,4.1,0.0,20.9,31.5,1003.1,0,6.1,1,0,0,31.975,31.975,31.975,31.975,31.975
2016-03-04,10.883378803777545,0.0,0,4.6,0.1,8.4,2.3,0.0,16.1,31.5,991.5,0,8.3,1,0,0,36.5625,36.5625,36.5625,36.5625,36.5625
2016-03-05,10.882686253934942,0.0,0,1.9,-1.6,6.2,0.0,0.0,14.4,31.5,1000.0,0,7.800000000000001,0,0,0,36.4,36.4,36.4,36.4,36.4
2016-03-06,10.88199370409234,0.0,0,3.0,-0.3,7.0,0.5,0.0,12.6,31.5,1005.7,0,7.3,1,0,0,35.575,35.575,35.575,35.575,35.575
2016-03-07,10.88130115424974,0.0,0,3.3,-0.8,6.9,0.0,0.0,13.7,31.5,1009.6,0,7.7,0,0,0,42.125,42.125,42.125,42.125,42.125
2016-03-08,10.880608604407136,0.0,0,3.4,-3.4,8.5,0.0,0.0,10.6,31.5,1013.2,0,11.9,0,0,0,36.35,36.35,36.35,36.35,36.35
2016-03-09,10.879916054564534,0.0,0,7.7,5.8,10.4,11.7,0.0,16.0,31.5,996.6,0,4.6000000000000005,1,0,0,31.9025,31.9025,31.9025,31.9025,31.9025
2016-03-10,10.879223504721931,0.0,0,6.1,2.2,8.7,9.4,0.0,9.8,31.5,1019.1,0,6.499999999999999,1,0,0,37.3,37.3,37.3,37.3,37.3
2016-03-11,10.878530954879327,0.0,0,4.1,-1.6,11.1,0.3,0.0,6.0,31.5,1028.2,0,12.7,1,0,1,48.575,48.575,48.575,48.575,48.575
2016-03-12,10.877838405036726,0.0,0,6.1,1.3,11.1,0.0,0.0,5.1,31.5,1030.8,0,9.8,0,0,1,53.25,53.25,53.25,53.25,53.25
2016-03-13,10.877145855194124,0.0,0,5.3,0.8,10.7,0.0,0.0,13.9,31.5,1034.5,0,9.9,0,0,1,48.55,48.55,48.55,48.55,48.55
2016-03-14,10.876453305351522,0.0,0,6.7,3.5,11.0,0.0,0.0,22.9,31.5,1032.9,0,7.5,0,0,1,42.15,42.15,42.15,42.15,42.15
2016-03-15,10.87576075550892,0.0,0,5.8,0.6,8.3,0.0,0.0,15.1,31.5,1030.3,0,7.700000000000001,0,0,1,35.43333333333333,35.43333333333333,35.43333333333333,35.43333333333333,35.43333333333333
2016-03-16,10.875068205666317,0.0,0,7.1,5.3,9.5,0.0,0.0,21.9,31.5,1029.7,0,4.2,0,0,1,38.15,38.15,38.15,38.15,38.15
2016-03-17,10.874375655823714,0.0,0,6.3,1.5,11.6,0.0,0.0,15.0,31.5,1030.1,0,10.1,0,0,1,42.725,42.725,42.725,42.725,42.725
2016-03-18,10.873683105981112,0.0,0,4.8,0.8,7.2,0.0,0.0,14.3,31.5,1027.0,0,6.4,0,0,1,44.35,44.35,44.35,44.35,44.35
2016-03-19,10.872990556138513,0.0,0,6.6,5.6,8.4,0.0,0.0,18.5,31.5,1026.4,0,2.8000000000000007,0,0,1,39.85,39.85,39.85,39.85,39.85
2016-03-20,10.872298006295908,0.0,0,7.2,4.8,10.7,0.0,0.0,12.6,31.5,1025.0,0,5.9,0,0,1,40.4675,40.4675,40.4675,40.4675,40.4675
2016-03-21,10.871605456453306,0.0,0,7.9,3.4,11.5,0.0,0.0,9.6,31.5,1023.1,0,8.1,0,0,1,44.925,44.925,44.925,44.925,44.925
2016-03-22,10.870912906610704,0.0,0,6.4,-1.1,13.1,0.0,0.0,5.5,31.5,1018.0,0,14.2,0,0,0,50.275,50.275,50.275,50.275,50.275
2016-03-23,10.8702203567681,0.0,0,7.7,5.9,9.9,,0.0,,31.5,1016.6,0,4.0,0,0,0,47.55,47.55,47.55,47.55,47.55
2016-03-24,10.8695278069255,0.0,0,7.9,4.9,11.5,0.0,0.0,14.5,31.5,1013.2,0,6.6,0,0,0,39.5,39.5,39.5,39.5,39.5
2016-03-25,10.868835257082896,0.0,0,10.1,7.0,15.0,7.9,0.0,12.3,31.5,1013.4,0,8.0,1,0,0,34.975,34.975,34.975,34.975,34.975
2016-03-26,10.868142707240294,0.0,0,9.4,6.4,13.3,0.0,0.0,21.9,31.5,1004.3,0,6.9,0,0,0,27.95,27.95,27.95,27.95,27.95
2016-03-27,10.867450157397691,0.0,0,7.8,5.6,10.5,4.3,0.0,23.1,31.5,999.5,0,4.9,1,0,0,25.7075,25.7075,25.7075,25.7075,25.7075
2016-03-28,10.866757607555089,0.0,0,8.1,4.5,11.4,17.8,0.0,34.3,31.5,988.8,0,6.9,1,0,0,26.75,26.75,26.75,26.75,26.75
2016-03-29,10.866065057712488,0.0,0,7.3,4.5,11.6,3.3,0.0,19.8,31.5,1002.2,0,7.1,1,0,0,34.2625,34.2625,34.2625,34.2625,34.2625
2016-03-30,10.865372507869886,0.0,0,7.9,4.3,12.5,5.1,0.0,14.0,31.5,1007.8,0,8.2,1,0,0,39.975,39.975,39.975,39.975,39.975
2016-03-31,10.864679958027285,0.0,0,7.5,3.7,12.4,0.0,0.0,10.0,31.5,1015.2,0,8.7,0,0,0,38.775,38.775,38.775,38.775,38.775
2016-04-01,10.86398740818468,0.0,0,6.9,-0.6,13.0,0.0,0.0,12.6,31.5,1019.1,0,13.6,0,0,0,36.15,36.15,36.15,36.15,36.15
2016-04-02,10.863294858342078,0.0,0,10.4,7.9,15.2,0.0,0.0,13.1,31.5,1012.4,0,7.299999999999999,0,0,0,32.975,32.975,32.975,32.975,32.975
2016-04-03,10.862602308499476,0.0,0,11.0,7.4,15.9,3.3,0.0,11.8,31.5,1005.3,0,8.5,1,0,0,33.375,33.375,33.375,33.375,33.375
2016-04-04,10.861909758656871,0.0,0,10.6,8.8,13.3,0.5,0.0,13.6,31.5,1002.1,0,4.5,1,0,0,38.8,38.8,38.8,38.8,38.8
2016-04-05,10.86121720881427,0.0,0,10.6,7.2,14.8,0.3,0.0,13.0,31.5,1006.9,0,7.6,1,0,0,35.35,35.35,35.35,35.35,35.35
2016-04-06,10.860524658971668,0.0,0,8.3,5.2,11.7,0.0,0.0,23.4,31.5,1007.4,0,6.499999999999999,0,0,0,32.45,32.45,32.45,32.45,32.45
2016-04-07,10.859832109129066,0.0,0,6.8,4.8,9.7,1.0,0.0,18.6,31.5,1008.8,0,4.9,1,0,0,34.425,34.425,34.425,34.425,34.425
2016-04-08,10.859139559286463,0.0,0,8.0,2.4,13.4,6.6,0.0,9.3,31.5,1011.3,0,11.0,1,0,0,33.275,33.275,33.275,33.275,33.275
2016-04-09,10.858447009443864,0.0,0,7.8,3.4,11.8,0.5,0.0,14.0,31.5,1003.4,0,8.4,1,0,0,35.7,35.7,35.7,35.7,35.7
2016-04-10,10.85775445960126,0.0,0,6.9,-0.6,13.0,1.5,0.0,17.1,31.5,1007.3,0,13.6,1,0,0,39.275,39.275,39.275,39.275,39.275
2016-04-11,10.857061909758658,0.0,0,11.1,8.5,15.0,1.3,0.0,10.7,31.5,1005.8,0,6.5,1,0,0,39.375,39.375,39.375,39.375,39.375
2016-04-12,10.856369359916055,0.0,0,11.4,7.6,16.5,3.0,0.0,9.5,31.5,1006.5,0,8.9,1,0,0,46.95,46.95,46.95,46.95,46.95
2016-04-13,10.855676810073453,0.0,0,10.2,1.8,17.0,0.0,0.0,5.8,31.5,1008.1,0,15.2,0,0,0,39.0,39.0,39.0,39.0,39.0
2016-04-14,10.85498426023085,0.0,0,12.0,7.2,17.3,0.5,0.0,8.0,31.5,1009.2,0,10.1,1,0,0,40.2,40.2,40.2,40.2,40.2
2016-04-15,10.854291710388248,0.0,0,9.6,8.2,12.4,2.5,0.0,6.2,31.5,1000.9,0,4.200000000000001,1,0,0,36.475,36.475,36.475,36.475,36.475
2016-04-16,10.853599160545643,0.0,0,5.9,2.5,8.6,16.5,0.0,13.4,31.5,1004.0,0,6.1,1,0,0,36.4425,36.4425,36.4425,36.4425,36.4425
2016-04-17,10.852906610703045,0.0,0,5.7,-0.3,11.4,0.3,0.0,7.4,31.5,1015.5,0,11.7,1,0,0,39.25,39.25,39.25,39.25,39.25
2016-04-18,10.85221406086044,0.0,0,7.9,2.2,12.0,0.0,0.0,13.4,31.5,1021.9,0,9.8,0,0,1,38.15,38.15,38.15,38.15,38.15
2016-04-19,10.85152151101784,0.0,0,11.1,8.4,14.7,0.0,0.0,11.1,31.5,1027.9,0,6.299999999999999,0,0,1,38.575,38.575,38.575,38.575,38.575
2016-04-20,10.850828961175235,0.0,0,9.2,3.7,14.4,0.0,0.0,17.7,31.5,1029.9,0,10.7,0,0,1,41.825,41.825,41.825,41.825,41.825
2016-04-21,10.850136411332636,0.0,0,10.4,5.6,15.6,0.0,0.0,19.7,31.5,1024.1,0,10.0,0,0,1,42.45,42.45,42.45,42.45,42.45
2016-04-22,10.849443861490032,0.0,0,8.7,5.8,10.9,0.0,0.0,18.9,31.5,1021.6,0,5.1000000000000005,0,0,1,38.2,38.2,38.2,38.2,38.2
2016-04-23,10.84875131164743,0.0,0,6.9,3.5,9.8,5.8,0.0,14.8,31.5,1020.6,0,6.300000000000001,1,0,1,37.275,37.275,37.275,37.275,37.275
2016-04-24,10.848058761804827,0.0,0,6.5,2.9,9.0,0.0,0.0,12.8,31.5,1020.1,0,6.1,0,0,1,36.3,36.3,36.3,36.3,36.3
2016-04-25,10.847366211962225,0.0,0,7.3,3.2,11.2,0.3,0.0,16.2,31.5,1011.0,0,7.999999999999999,1,0,0,36.9925,36.9925,36.9925,36.9925,36.9925
2016-04-26,10.846673662119622,0.0,0,5.1,2.0,9.0,0.8,0.0,19.1,31.5,1008.2,0,7.0,1,0,0,37.55,37.55,37.55,37.55,37.55
2016-04-27,10.84598111227702,0.0,0,5.7,1.0,10.7,0.3,0.0,14.4,31.5,1012.1,0,9.7,1,0,0,40.5,40.5,40.5,40.5,40.5
2016-04-28,10.845288562434416,0.0,0,6.4,-0.1,11.9,0.0,0.0,15.3,31.5,1013.1,0,12.0,0,0,0,35.8325,35.8325,35.8325,35.8325,35.8325
2016-04-29,10.844596012591817,0.0,0,7.4,4.2,10.2,1.5,0.0,20.4,31.5,1010.5,0,5.999999999999999,1,0,0,36.575,36.575,36.575,36.575,36.575
2016-04-30,10.843903462749214,0.0,0,6.8,-0.2,11.9,1.3,0.0,9.7,31.5,1021.0,0,12.1,1,0,1,33.5,33.5,33.5,33.5,33.5
2016-05-01,10.843210912906612,0.0,0,8.8,-0.6,16.6,0.3,0.0,11.0,31.5,1027.4,0,17.200000000000003,1,0,1,29.15,29.15,29.15,29.15,29.15
2016-05-02,10.84251836306401,0.0,0,12.1,9.3,17.5,0.0,0.0,20.6,31.5,1020.7,0,8.2,0,0,1,39.075,39.075,39.075,39.075,39.075
2016-05-03,10.841825813221408,0.0,0,10.0,3.7,14.1,0.5,0.0,11.0,31.5,1025.2,0,10.4,1,0,1,38.7,38.7,38.7,38.7,38.7
2016-05-04,10.841133263378804,0.0,0,11.3,2.9,18.0,0.0,0.0,9.3,31.5,1026.4,0,15.1,0,0,1,48.675,48.675,48.675,48.675,48.675
2016-05-05,10.840440713536202,0.0,0,13.0,3.4,21.3,0.0,0.0,11.0,31.5,1020.2,0,17.900000000000002,0,0,1,56.55,56.55,56.55,56.55,56.55
2016-05-06,10.8397481636936,0.0,0,15.5,5.6,23.4,0.0,0.0,11.0,31.5,1011.1,0,17.799999999999997,0,0,0,51.625,51.625,51.625,51.625,51.625
2016-05-07,10.839055613850997,0.0,0,17.6,11.4,23.4,0.0,0.0,10.9,31.5,1006.7,0,11.999999999999998,0,0,0,56.825,56.825,56.825,56.825,56.825
2016-05-08,10.838363064008394,0.0,0,19.6,10.6,26.4,0.0,0.0,15.0,31.5,1007.0,0,15.8,0,0,0,57.35,57.35,57.35,57.35,57.35
2016-05-09,10.837670514165792,0.0,0,18.4,13.1,23.5,0.0,0.0,15.5,31.5,1008.1,0,10.4,0,0,0,41.8,41.8,41.8,41.8,41.8
2016-05-10,10.83697796432319,0.0,0,15.9,15.0,16.5,2.5,0.0,13.2,31.5,1006.3,0,1.5,1,0,0,36.9,36.9,36.9,36.9,36.9
2016-05-11,10.836285414480589,0.0,0,16.1,14.6,18.6,27.7,0.0,10.6,31.5,1003.4,0,4.000000000000002,1,0,0,53.525,53.525,53.525,53.525,53.525
2016-05-12,10.835592864637986,0.0,0,17.0,11.6,23.7,5.6,0.0,19.5,31.5,1002.4,0,12.1,1,0,0,43.6,43.6,43.6,43.6,43.6
2016-05-13,10.834900314795384,0.0,0,12.2,9.3,15.6,0.0,0.0,22.5,31.5,1010.1,0,6.299999999999999,0,0,0,41.925,41.925,41.925,41.925,41.925
2016-05-14,10.83420776495278,0.0,0,9.9,7.3,12.9,0.0,0.0,15.5,31.5,1019.8,0,5.6000000000000005,0,0,0,39.6,39.6,39.6,39.6,39.6
2016-05-15,10.83351521511018,0.0,0,10.6,2.9,15.7,0.0,0.0,8.9,31.5,1022.2,0,12.8,0,0,1,47.125,47.125,47.125,47.125,47.125
2016-05-16,10.832822665267576,0.0,0,12.7,7.0,16.8,0.0,0.0,9.9,31.5,1020.8,0,9.8,0,0,1,42.05,42.05,42.05,42.05,42.05
2016-05-17,10.832130115424974,0.0,0,12.8,6.5,17.9,0.0,0.0,12.8,31.5,1016.4,0,11.4,0,0,0,39.2,39.2,39.2,39.2,39.2
2016-05-18,10.831437565582371,0.0,0,12.1,10.8,13.3,0.0,0.0,13.8,31.5,1005.1,0,2.5,0,0,0,32.475,32.475,32.475,32.475,32.475
2016-05-19,10.830745015739767,0.0,0,13.3,9.9,18.5,7.4,0.0,15.1,31.5,1010.9,0,8.6,1,0,0,31.625,31.625,31.625,31.625,31.625
2016-05-20,10.830052465897166,0.0,0,15.1,12.8,18.7,0.0,0.0,18.4,31.5,1014.1,0,5.899999999999999,0,0,0,27.05,27.05,27.05,27.05,27.05
2016-05-21,10.829359916054566,0.0,0,14.7,12.7,17.4,0.0,0.0,19.8,31.5,1008.9,0,4.699999999999999,0,0,0,38.825,38.825,38.825,38.825,38.825
2016-05-22,10.828667366211963,0.0,0,13.9,10.4,18.1,0.3,0.0,8.5,31.5,1007.5,0,7.700000000000001,1,0,0,36.9,36.9,36.9,36.9,36.9
2016-05-23,10.82797481636936,0.0,0,13.5,8.9,18.4,3.3,0.0,14.8,31.5,1017.2,0,9.499999999999998,1,0,0,35.175,35.175,35.175,35.175,35.175
2016-05-24,10.827282266526758,0.0,0,11.9,5.8,17.1,1.0,0.0,15.5,31.5,1021.5,0,11.3,1,0,1,46.16666666666666,46.16666666666666,46.16666666666666,46.16666666666666,46.16666666666666
2016-05-25,10.826589716684156,0.0,0,10.2,8.6,11.7,0.0,0.0,12.2,31.5,1018.0,0,3.1,0,0,0,40.8,40.8,40.8,40.8,40.8
2016-05-26,10.825897166841552,0.0,0,14.5,9.0,20.4,0.0,0.0,6.3,31.5,1016.0,0,11.4,0,0,0,52.23333333333333,52.23333333333333,52.23333333333333,52.23333333333333,52.23333333333333
2016-05-27,10.82520461699895,0.0,0,15.5,10.2,20.7,0.0,0.0,13.5,31.5,1016.7,0,10.5,0,0,0,56.333333333333336,56.333333333333336,56.333333333333336,56.333333333333336,56.333333333333336
2016-05-28,10.824512067156348,0.0,0,15.1,10.4,20.4,0.0,0.0,14.9,31.5,1015.4,0,9.999999999999998,0,0,0,41.0,41.0,41.0,41.0,41.0
2016-05-29,10.823819517313746,0.0,0,13.4,9.2,19.0,0.0,0.0,18.6,31.5,1013.6,0,9.8,0,0,0,38.06,38.06,38.06,38.06,38.06
2016-05-30,10.823126967471143,0.0,0,14.1,11.6,17.6,0.0,0.0,21.5,31.5,1015.7,0,6.000000000000002,0,0,0,36.266666666666666,36.266666666666666,36.266666666666666,36.266666666666666,36.266666666666666
2016-05-31,10.82243441762854,0.0,0,12.1,11.2,13.5,0.0,0.0,25.9,31.5,1016.3,0,2.3000000000000007,0,0,0,34.56666666666667,34.56666666666667,34.56666666666667,34.56666666666667,34.56666666666667
2016-06-01,10.82174186778594,0.0,0,12.6,11.0,13.6,12.4,0.0,23.0,31.5,1021.1,0,2.6,1,0,1,41.0,41.0,41.0,41.0,41.0
2016-06-02,10.821049317943338,0.0,0,11.0,9.9,12.7,0.0,0.0,24.9,31.5,1020.9,0,2.799999999999999,0,0,1,47.23333333333333,47.23333333333333,47.23333333333333,47.23333333333333,47.23333333333333
2016-06-03,10.820356768100735,0.0,0,10.9,8.9,13.5,0.0,0.0,14.1,31.5,1017.8,0,4.6,0,0,0,47.63333333333333,47.63333333333333,47.63333333333333,47.63333333333333,47.63333333333333
2016-06-04,10.819664218258133,0.0,0,15.1,11.9,18.2,0.0,0.0,9.6,31.5,1017.3,0,6.299999999999999,0,0,0,46.56666666666667,46.56666666666667,46.56666666666667,46.56666666666667,46.56666666666667
2016-06-05,10.81897166841553,0.0,0,16.9,11.4,23.7,0.0,0.0,13.8,31.5,1020.5,0,12.3,0,0,1,45.833333333333336,45.833333333333336,45.833333333333336,45.833333333333336,45.833333333333336
2016-06-06,10.818279118572928,0.0,0,18.3,11.5,25.0,0.0,0.0,12.8,31.5,1021.6,0,13.5,0,0,1,51.425,51.425,51.425,51.425,51.425
2016-06-07,10.817586568730324,0.0,0,18.5,11.3,24.5,0.0,0.0,6.5,31.5,1022.6,0,13.2,0,0,1,50.225,50.225,50.225,50.225,50.225
2016-06-08,10.816894018887725,0.0,0,18.5,14.5,23.4,11.7,0.0,7.4,31.5,1023.7,0,8.899999999999999,1,0,1,41.925,41.925,41.925,41.925,41.925
2016-06-09,10.81620146904512,0.0,0,17.0,12.6,22.8,1.3,0.0,9.3,31.5,1021.6,0,10.2,1,0,1,41.775,41.775,41.775,41.775,41.775
2016-06-10,10.815508919202518,0.0,0,18.1,13.5,24.1,0.3,0.0,6.5,31.5,1013.8,0,10.6,1,0,0,44.875,44.875,44.875,44.875,44.875
2016-06-11,10.814816369359916,0.0,0,18.4,15.4,21.2,0.0,0.0,7.3,31.5,1010.6,0,5.799999999999999,0,0,0,28.3,28.3,28.3,28.3,28.3
2016-06-12,10.814123819517317,0.0,0,16.7,14.0,20.3,0.0,0.0,10.8,31.5,1007.1,0,6.300000000000001,0,0,0,31.95,31.95,31.95,31.95,31.95
2016-06-13,10.813431269674712,0.0,0,16.0,13.9,18.7,4.1,0.0,13.1,31.5,1002.2,0,4.799999999999999,1,0,0,23.82,23.82,23.82,23.82,23.82
2016-06-14,10.81273871983211,0.0,0,15.4,13.2,18.1,4.3,0.0,14.8,31.5,996.6,0,4.900000000000002,1,0,0,23.24,23.24,23.24,23.24,23.24
2016-06-15,10.812046169989507,0.0,0,15.4,11.2,19.8,3.3,0.0,13.5,31.5,996.5,0,8.600000000000001,1,0,0,30.6,30.6,30.6,30.6,30.6
2016-06-16,10.811353620146903,0.0,0,15.0,12.8,18.8,2.8,0.0,8.4,31.5,1000.4,0,6.0,1,0,0,33.6,33.6,33.6,33.6,33.6
2016-06-17,10.810661070304302,0.0,0,15.3,12.8,18.9,14.7,0.0,12.8,31.5,1007.0,0,6.099999999999998,1,0,0,30.775,30.775,30.775,30.775,30.775
2016-06-18,10.8099685204617,0.0,0,14.1,11.7,16.3,3.0,0.0,9.7,31.5,1019.0,0,4.600000000000001,1,0,0,23.55,23.55,23.55,23.55,23.55
2016-06-19,10.809275970619098,0.0,0,15.6,11.1,19.3,0.0,0.0,13.3,31.5,1022.7,0,8.200000000000001,0,0,1,23.0025,23.0025,23.0025,23.0025,23.0025
2016-06-20,10.808583420776497,0.0,0,17.2,15.0,21.3,2.3,0.0,17.7,31.5,1013.7,0,6.300000000000001,1,0,0,29.35,29.35,29.35,29.35,29.35
2016-06-21,10.807890870933893,0.0,0,17.1,13.2,19.8,10.7,0.0,13.5,31.5,1016.7,0,6.600000000000001,1,0,0,23.025,23.025,23.025,23.025,23.025
2016-06-22,10.807198321091292,0.0,0,18.0,14.6,22.0,0.0,0.0,10.3,31.5,1018.8,0,7.4,0,0,0,24.23333333333333,24.23333333333333,24.23333333333333,24.23333333333333,24.23333333333333
2016-06-23,10.80650577124869,0.0,0,19.1,17.6,20.7,20.3,0.0,6.4,31.5,1015.9,0,3.099999999999998,1,0,0,28.995,28.995,28.995,28.995,28.995
2016-06-24,10.805813221406089,0.0,0,16.6,11.8,21.7,7.1,0.0,15.9,31.5,1017.6,0,9.9,1,0,0,31.1175,31.1175,31.1175,31.1175,31.1175
2016-06-25,10.805120671563484,0.0,0,15.1,11.1,19.2,0.0,0.0,12.1,31.5,1016.8,0,8.1,0,0,0,30.0275,30.0275,30.0275,30.0275,30.0275
2016-06-26,10.804428121720882,0.0,0,15.0,11.2,19.0,1.5,0.0,15.1,31.5,1017.7,0,7.800000000000001,1,0,0,21.25,21.25,21.25,21.25,21.25
2016-06-27,10.80373557187828,0.0,0,17.2,14.2,21.1,1.3,0.0,14.5,31.5,1017.3,0,6.900000000000002,1,0,0,29.9,29.9,29.9,29.9,29.9
2016-06-28,10.803043022035675,0.0,0,14.7,9.3,21.1,0.0,0.0,11.0,31.5,1014.3,0,11.8,0,0,0,25.3875,25.3875,25.3875,25.3875,25.3875
2016-06-29,10.802350472193076,0.0,0,14.1,10.4,16.2,2.0,0.0,20.1,31.5,1008.6,0,5.799999999999999,1,0,0,26.6,26.6,26.6,26.6,26.6
2016-06-30,10.801657922350472,0.0,0,16.5,13.3,20.0,2.3,0.0,15.6,31.5,1008.8,0,6.699999999999999,1,0,0,26.9825,26.9825,26.9825,26.9825,26.9825
